,0
SPY,0.17602428995062508
IVV,0.1762423959598846
VTI,0.1788788561184743
VOO,0.17659411207597384
QQQ,0.21340025694372522
VEA,0.1372035659287898
IEFA,0.13318797327757695
AGG,0.04971573785442751
VTV,0.14654951951992354
VUG,0.20483539193063777
BND,0.05021084337508337
VWO,0.12869151403976598
IWF,0.19945666837664167
IEMG,0.12946908473597718
IJR,0.1650984364017143
VIG,0.16388600828743766
IWM,0.1707307723687466
IJH,0.16909314143863244
VO,0.17592398236208298
IWD,0.14723874313776916
VGT,0.22079851763933991
EFA,0.12889098442077754
GLD,0.12074671500577089
XLK,0.22051830833251998
VXUS,0.13524962724166448
VB,0.17253938320448892
VNQ,0.12900289818892155
VCIT,0.07409555684756418
BNDX,0.036438599326299094
ITOT,0.17859732118729268
XLF,0.165135785842912
IVW,0.19275762192641072
BSV,0.03677415274020919
VYM,0.13947440087842747
VCSH,0.04690976028433423
TIP,0.0688984620593163
LQD,0.08125408709016228
VEU,0.13330981038173467
SCHX,0.17920041013104193
XLV,0.1469058778207626
RSP,0.1722475774726852
IXUS,0.13568896002069136
IWB,0.17919514667843459
IWR,0.17433346136112807
SCHD,0.17736190674791227
USMV,0.13618945736289498
DIA,0.15215482479877318
EEM,0.1258435179138781
SCHF,0.13505644889066004
IAU,0.12516999598417788
VV,0.17919085688132352
VBR,0.15610023310601734
MBB,0.03664345052440659
VT,0.16005645098864443
XLE,0.042414503456989355
IVE,0.15224307355240088
QUAL,0.1748668883450852
XLY,0.18069361433838385
ESGU,0.18201423490503815
MUB,0.04909239024251586
SCHB,0.178886625726848
DGRO,0.16130994753134686
IGSB,0.048210850944764606
VGK,0.1412386191952637
MDY,0.16832285512839318
SCHP,0.06997820080635006
SDY,0.14224882853694623
TQQQ,0.2997716856854653
PFF,0.08729415065994021
SHY,-0.013391326580910159
HYG,0.07658832589990791
EMB,0.06731497306130667
DVY,0.1387072823355713
VTIP,0.04674690635336284
TLT,0.06010224241726724
VXF,0.18835261686236365
JPST,0.022503979331965972
SPYG,0.19107071153642355
SCHG,0.20297282377073575
XLI,0.16888180704053105
IEF,-0.12872533014067822
VHT,0.15440481254825145
ACWI,0.15798508532201186
VBK,0.18649134394232328
ARKK,0.2500501819968803
SCHA,0.17246315482710428
IUSB,0.05341868460120391
VOE,0.15588648013526
GOVT,0.039785445970260076
IWP,0.18926280591446754
VLUE,0.15195263026863134
IWN,0.15532452247289016
SPYV,0.1531183286712572
VMBS,0.03636700893784127
EFV,0.09763734774279755
IWS,0.15606482291887652
IUSG,0.1898139588846241
SCZ,0.1489719618232524
MTUM,0.17168401079689005
VTEB,0.04991450157671364
GSLC,0.17226075226014084
BIV,0.06157421329014538
XLC,0.19047513686773457
MGK,0.20562813692015763
SPLG,0.1779069431083525
VGSH,-0.01225488997685637
MINT,0.019895428934972013
BIL,-0.010394844499822645
EFG,0.15069329729192438
XLU,0.10621028059822706
XLP,0.13676824954504768
VOT,0.18953900543224397
SHV,-0.008846108433786299
FVD,0.13510726855017316
IWV,0.17708135883564283
GDX,0.17262592107226535
SPDW,0.13625209431224436
IUSV,0.15346385217431366
EWJ,0.11698818511774725
IWO,0.17975058714352873
VFH,0.16396235217398042
SLV,0.17522117394687922
IGIB,0.07600374902603403
FDN,0.19469225011985758
IEI,-0.0551211925186926
IYW,0.22335739901740823
SCHV,0.14348762439294363
IJJ,0.16258498268331698
SOXX,0.24559994720312905
SCHM,0.1673876150318314
IBB,0.1582835849206229
VSS,0.1435500509691623
IHI,0.1780444161508954
IJS,0.1636608002776402
NOBL,0.15776830991403573
VGIT,-0.07589421489020517
BBEU,0.13464331473616203
OEF,0.18001170265112817
FTCS,0.15872474180880985
IJK,0.17121670176404355
SCHZ,0.04930231044886223
SCHO,-0.011472348141073917
SCHE,0.12683383873814924
STIP,0.0477186625519892
JNK,0.080920917606055
FNDX,0.17046332704030825
VOOG,0.19109092541655587
USHY,0.01784785542143545
SRLN,0.05746580152302021
SPLV,0.12325985888232464
VONG,0.2013543625885458
EFAV,0.07830083585256516
SMH,0.24559566392109103
BBJP,0.115719128149813
SPSB,0.03669003849670456
XLB,0.18338499835573424
MOAT,0.18338535526690233
FPE,0.08539393869289205
RDVY,0.1914560292416565
KWEB,0.18088544710603474
HDV,0.10217502099841402
PGX,0.08750308763405615
VCR,0.20693758432702025
ESGD,0.13467537951051714
EZU,0.1447688610497936
FLOT,0.02186842080645331
VONV,0.14942960127253985
FTEC,0.22087794084442913
EWT,0.19079303442784648
DGRW,0.16162670837976437
VTWO,0.17135567225528395
FNDF,0.12605853866140804
SCHH,0.08493260090969579
SUB,0.023210963758423936
USIG,0.07070407371160155
XBI,0.18110432169776258
IJT,0.1620235551549886
IDEV,0.13652354736298056
